90,7/25/2013,9131,CLOSED
91,7/25/2013,8912,COMPLETE
92,7/25/2013,6932,COMPLETE
93,7/25/2013,2256,PENDING_PAYMENT
94,7/25/2013,11589,PROCESSING
95,7/25/2013,9032,COMPLETE
96,7/25/2013,8683,PENDING
97,7/25/2013,10784,PENDING
98,7/25/2013,5243,COMPLETE
99,7/25/2013,11542,PENDING_PAYMENT
100,7/25/2013,12131,PROCESSING
101,7/25/2013,5116,CLOSED
102,7/25/2013,8027,COMPLETE
103,7/25/2013,12256,PROCESSING
104,7/25/2013,7790,PENDING_PAYMENT
105,7/26/2013,8220,COMPLETE
106,7/26/2013,395,PROCESSING
107,7/26/2013,1845,COMPLETE
108,7/26/2013,12149,PROCESSING
109,7/26/2013,9345,PENDING_PAYMENT
110,7/26/2013,2746,COMPLETE
111,7/26/2013,4271,PROCESSING
112,7/26/2013,5375,CANCELED
113,7/26/2013,10216,PENDING_PAYMENT
114,7/26/2013,2091,COMPLETE
115,7/26/2013,104,PROCESSING
116,7/26/2013,8763,CLOSED
117,7/26/2013,58,SUSPECTED_FRAUD
118,7/26/2013,1737,COMPLETE
119,7/26/2013,8124,PENDING_PAYMENT
120,7/26/2013,356,PENDING_PAYMENT
121,7/26/2013,2074,PENDING
122,7/26/2013,2071,PROCESSING
123,7/26/2013,3695,PENDING_PAYMENT
124,7/26/2013,2374,COMPLETE
125,7/26/2013,4611,PENDING_PAYMENT
126,7/26/2013,610,COMPLETE
127,7/26/2013,5261,PENDING_PAYMENT
128,7/26/2013,2772,PENDING_PAYMENT
129,7/26/2013,9937,CLOSED
130,7/26/2013,7509,PENDING_PAYMENT
131,7/26/2013,10072,PROCESSING
132,7/26/2013,289,PENDING
133,7/26/2013,10604,CLOSED
134,7/26/2013,12081,PENDING_PAYMENT
135,7/26/2013,7738,COMPLETE
136,7/26/2013,9126,PENDING_PAYMENT
137,7/26/2013,4211,COMPLETE
138,7/26/2013,10904,PROCESSING
139,7/26/2013,7933,COMPLETE
140,7/26/2013,4257,PENDING_PAYMENT
141,7/26/2013,12128,COMPLETE
142,7/26/2013,5760,PENDING_PAYMENT
143,7/26/2013,10495,COMPLETE
144,7/26/2013,2158,PROCESSING
145,7/26/2013,494,ON_HOLD
146,7/26/2013,8177,COMPLETE
147,7/26/2013,275,PENDING_PAYMENT
148,7/26/2013,5383,PROCESSING
149,7/26/2013,11431,COMPLETE
150,7/26/2013,236,PROCESSING
151,7/26/2013,2493,ON_HOLD
152,7/26/2013,3611,COMPLETE
153,7/26/2013,8876,COMPLETE
154,7/26/2013,9993,ON_HOLD
155,7/26/2013,9044,PENDING_PAYMENT
156,7/26/2013,5200,ON_HOLD
157,7/26/2013,8986,ON_HOLD
158,7/26/2013,12345,PENDING
159,7/26/2013,10974,PENDING_PAYMENT
160,7/26/2013,6762,COMPLETE
161,7/26/2013,4513,PENDING_PAYMENT
162,7/26/2013,3304,PENDING_PAYMENT
163,7/26/2013,3348,COMPLETE
164,7/26/2013,2962,PROCESSING
165,7/26/2013,1222,PENDING_PAYMENT
166,7/26/2013,7834,PROCESSING
167,7/26/2013,1347,PENDING
168,7/26/2013,11794,PENDING_PAYMENT
169,7/26/2013,2611,ON_HOLD
170,7/26/2013,6295,PAYMENT_REVIEW
171,7/26/2013,1980,COMPLETE
172,7/26/2013,11382,COMPLETE
173,7/26/2013,9027,ON_HOLD
174,7/26/2013,3358,COMPLETE
175,7/26/2013,384,COMPLETE
176,7/26/2013,2897,PENDING_PAYMENT
177,7/26/2013,9151,PENDING_PAYMENT
178,7/26/2013,8503,COMPLETE
179,7/26/2013,6506,COMPLETE
180,7/26/2013,10215,ON_HOLD
181,7/26/2013,7473,PENDING
182,7/26/2013,10984,COMPLETE
183,7/26/2013,12105,COMPLETE
184,7/26/2013,210,COMPLETE
185,7/26/2013,10966,PENDING_PAYMENT
186,7/26/2013,1104,COMPLETE
187,7/26/2013,1378,PAYMENT_REVIEW
188,7/26/2013,2889,PENDING
189,7/26/2013,10177,PENDING
190,7/26/2013,11115,PENDING
191,7/26/2013,16,CLOSED
192,7/26/2013,5293,PROCESSING
193,7/26/2013,6174,PROCESSING
194,7/26/2013,2550,PENDING_PAYMENT
195,7/26/2013,12096,PROCESSING
196,7/26/2013,2765,PROCESSING
197,7/26/2013,6370,PROCESSING
198,7/26/2013,7436,PENDING_PAYMENT
199,7/26/2013,4608,ON_HOLD
200,7/26/2013,11116,PAYMENT_REVIEW
201,7/26/2013,9055,CLOSED
202,7/26/2013,8524,PENDING_PAYMENT
203,7/26/2013,11791,PENDING_PAYMENT
204,7/26/2013,7604,PENDING_PAYMENT
205,7/26/2013,3109,PROCESSING
206,7/26/2013,8994,PENDING
207,7/26/2013,11643,COMPLETE
208,7/26/2013,7923,PROCESSING
209,7/26/2013,3627,PENDING
210,7/26/2013,10102,COMPLETE
211,7/26/2013,10372,CLOSED
212,7/26/2013,3190,PENDING
213,7/26/2013,11715,CLOSED
214,7/26/2013,3925,COMPLETE
215,7/26/2013,5925,CLOSED
216,7/26/2013,7282,PENDING
217,7/26/2013,5420,PROCESSING
218,7/26/2013,3935,COMPLETE
219,7/26/2013,10655,PROCESSING
220,7/26/2013,1383,COMPLETE
221,7/26/2013,11871,CLOSED
222,7/26/2013,8309,CLOSED
223,7/26/2013,9068,PENDING
224,7/26/2013,11938,CLOSED
225,7/26/2013,11275,COMPLETE
226,7/26/2013,9356,PENDING_PAYMENT
227,7/26/2013,7410,CLOSED
228,7/26/2013,6070,ON_HOLD
229,7/26/2013,618,PENDING
230,7/26/2013,4921,PENDING_PAYMENT
231,7/26/2013,3960,COMPLETE
232,7/26/2013,1780,PENDING_PAYMENT
233,7/26/2013,12316,COMPLETE
234,7/26/2013,1010,ON_HOLD
235,7/26/2013,4285,PENDING_PAYMENT
236,7/26/2013,9785,COMPLETE
237,7/26/2013,11438,PENDING_PAYMENT
238,7/26/2013,4939,PENDING_PAYMENT
239,7/26/2013,5058,COMPLETE
240,7/26/2013,32,PENDING
241,7/26/2013,948,CLOSED
242,7/26/2013,3237,PAYMENT_REVIEW
243,7/26/2013,32,ON_HOLD
244,7/26/2013,6910,PENDING_PAYMENT
245,7/26/2013,5191,CLOSED
246,7/26/2013,9616,SUSPECTED_FRAUD
247,7/26/2013,173,COMPLETE
248,7/26/2013,11707,COMPLETE
249,7/26/2013,7650,CLOSED
250,7/26/2013,11668,COMPLETE
251,7/26/2013,568,PENDING
252,7/26/2013,9708,COMPLETE
253,7/26/2013,45,COMPLETE
254,7/26/2013,9395,COMPLETE
255,7/26/2013,10346,COMPLETE
256,7/26/2013,4199,CLOSED
257,7/26/2013,3273,PROCESSING
258,7/26/2013,1137,COMPLETE
259,7/26/2013,3454,COMPLETE
260,7/26/2013,5135,CLOSED
261,7/26/2013,5128,COMPLETE
262,7/26/2013,11475,CLOSED
263,7/26/2013,8026,COMPLETE
264,7/26/2013,230,COMPLETE
265,7/26/2013,488,PENDING_PAYMENT
266,7/26/2013,11085,COMPLETE
267,7/26/2013,6989,CLOSED
268,7/26/2013,5578,CLOSED
269,7/26/2013,11887,PROCESSING
270,7/26/2013,5689,COMPLETE
271,7/26/2013,815,COMPLETE
272,7/26/2013,428,CLOSED
273,7/26/2013,10665,PENDING_PAYMENT
274,7/26/2013,3365,PENDING
275,7/26/2013,10942,PENDING_PAYMENT
276,7/26/2013,2221,PENDING_PAYMENT
277,7/26/2013,3732,PENDING
278,7/26/2013,488,PAYMENT_REVIEW
279,7/26/2013,10372,COMPLETE
280,7/26/2013,11836,PENDING
281,7/26/2013,827,PENDING_PAYMENT
282,7/26/2013,3551,PENDING_PAYMENT
283,7/26/2013,11466,COMPLETE
284,7/26/2013,861,PROCESSING
285,7/26/2013,5011,CLOSED
286,7/26/2013,9824,ON_HOLD
287,7/26/2013,8122,COMPLETE
288,7/26/2013,8667,COMPLETE
289,7/26/2013,1195,PENDING_PAYMENT
290,7/26/2013,6446,COMPLETE
291,7/26/2013,5506,PROCESSING
292,7/26/2013,11971,PENDING_PAYMENT
293,7/26/2013,4731,PROCESSING
294,7/26/2013,11394,CLOSED
295,7/26/2013,1937,PENDING
296,7/26/2013,6665,COMPLETE
297,7/26/2013,2281,PENDING
298,7/26/2013,4967,COMPLETE
299,7/26/2013,9202,PENDING_PAYMENT
300,7/26/2013,11326,CLOSED
301,7/26/2013,11999,COMPLETE
302,7/26/2013,3577,COMPLETE
303,7/26/2013,1682,PENDING_PAYMENT
304,7/26/2013,1869,COMPLETE
305,7/26/2013,5618,ON_HOLD
306,7/26/2013,137,COMPLETE
307,7/26/2013,8818,PENDING
308,7/26/2013,6829,PENDING_PAYMENT
309,7/26/2013,10396,COMPLETE
310,7/26/2013,1256,COMPLETE
311,7/26/2013,410,COMPLETE
312,7/26/2013,1122,COMPLETE
313,7/26/2013,7543,CLOSED
314,7/26/2013,10033,PENDING_PAYMENT
315,7/26/2013,4375,PENDING_PAYMENT
316,7/26/2013,3870,PROCESSING
317,7/26/2013,1450,COMPLETE
318,7/26/2013,8829,PENDING_PAYMENT
319,7/26/2013,10445,COMPLETE
320,7/26/2013,10698,SUSPECTED_FRAUD
321,7/26/2013,4282,ON_HOLD
322,7/26/2013,2864,COMPLETE
323,7/26/2013,3020,PENDING_PAYMENT
324,7/26/2013,76,COMPLETE
325,7/26/2013,4759,PENDING
326,7/26/2013,1604,PENDING_PAYMENT
327,7/26/2013,12107,PENDING
328,7/26/2013,1149,COMPLETE
329,7/26/2013,1944,SUSPECTED_FRAUD
330,7/26/2013,5175,COMPLETE
331,7/26/2013,4797,PENDING_PAYMENT
332,7/26/2013,4171,COMPLETE
333,7/26/2013,2071,PENDING_PAYMENT
334,7/26/2013,3752,PENDING_PAYMENT
335,7/26/2013,7710,PENDING
336,7/26/2013,5479,PENDING
337,7/26/2013,6747,COMPLETE
338,7/26/2013,4666,COMPLETE
339,7/26/2013,8326,PENDING
340,7/26/2013,7995,PENDING_PAYMENT
341,7/26/2013,10128,CLOSED
342,7/26/2013,8809,ON_HOLD
343,7/26/2013,10952,COMPLETE
344,7/26/2013,2816,PENDING
345,7/26/2013,11040,PROCESSING
346,7/26/2013,3646,COMPLETE
347,7/27/2013,11662,COMPLETE
348,7/27/2013,12120,COMPLETE
349,7/27/2013,9103,COMPLETE
350,7/27/2013,10672,COMPLETE
351,7/27/2013,12049,COMPLETE
352,7/27/2013,1977,PENDING_PAYMENT
353,7/27/2013,2234,PROCESSING
354,7/27/2013,5862,PROCESSING
355,7/27/2013,11682,PROCESSING
356,7/27/2013,2209,PENDING
357,7/27/2013,2685,COMPLETE
358,7/27/2013,2979,PENDING
359,7/27/2013,6020,PENDING_PAYMENT
360,7/27/2013,8020,COMPLETE
361,7/27/2013,8286,PROCESSING
362,7/27/2013,10167,PROCESSING
363,7/27/2013,3619,CLOSED
364,7/27/2013,6035,PROCESSING
365,7/27/2013,2400,PENDING_PAYMENT
366,7/27/2013,4422,PENDING_PAYMENT
367,7/27/2013,8730,PROCESSING
368,7/27/2013,5783,COMPLETE
369,7/27/2013,189,COMPLETE
370,7/27/2013,4791,PENDING_PAYMENT
371,7/27/2013,4428,PENDING_PAYMENT
372,7/27/2013,776,COMPLETE
373,7/27/2013,3630,PENDING
374,7/27/2013,5906,PROCESSING
375,7/27/2013,6561,PROCESSING
376,7/27/2013,1369,PENDING
377,7/27/2013,514,PROCESSING
378,7/27/2013,10071,PENDING_PAYMENT
379,7/27/2013,8735,PENDING_PAYMENT
380,7/27/2013,9505,PENDING_PAYMENT
381,7/27/2013,5756,ON_HOLD
382,7/27/2013,8143,PROCESSING
383,7/27/2013,10509,PENDING_PAYMENT
384,7/27/2013,2610,CLOSED
385,7/27/2013,10667,COMPLETE
386,7/27/2013,3568,PENDING
387,7/27/2013,7193,CLOSED
388,7/27/2013,2790,COMPLETE
389,7/27/2013,4435,COMPLETE
390,7/27/2013,5590,PENDING
391,7/27/2013,5816,PENDING_PAYMENT
392,7/27/2013,3238,PENDING
393,7/27/2013,1047,CLOSED
394,7/27/2013,76,PENDING_PAYMENT
395,7/27/2013,3934,COMPLETE
396,7/27/2013,9078,PAYMENT_REVIEW
397,7/27/2013,4476,CLOSED
398,7/27/2013,1365,ON_HOLD
399,7/27/2013,1473,PROCESSING
400,7/27/2013,5626,PENDING
401,7/27/2013,9692,PROCESSING
402,7/27/2013,9547,PENDING_PAYMENT
403,7/27/2013,4178,COMPLETE
404,7/27/2013,1478,CLOSED
405,7/27/2013,9498,COMPLETE
406,7/27/2013,9023,COMPLETE
407,7/27/2013,3333,PROCESSING
408,7/27/2013,2252,PAYMENT_REVIEW
409,7/27/2013,11102,PROCESSING
410,7/27/2013,1288,PENDING
411,7/27/2013,11164,SUSPECTED_FRAUD
412,7/27/2013,9397,COMPLETE
413,7/27/2013,7278,CLOSED
414,7/27/2013,11776,PENDING
415,7/27/2013,6110,CLOSED
416,7/27/2013,1561,COMPLETE
417,7/27/2013,11491,PENDING_PAYMENT
418,7/27/2013,4269,COMPLETE
419,7/27/2013,8987,PENDING_PAYMENT
420,7/27/2013,4632,COMPLETE
421,7/27/2013,7839,PENDING
422,7/27/2013,9664,COMPLETE
423,7/27/2013,9632,SUSPECTED_FRAUD
424,7/27/2013,2457,PROCESSING
425,7/27/2013,10481,PENDING_PAYMENT
426,7/27/2013,10419,COMPLETE
427,7/27/2013,6681,COMPLETE
428,7/27/2013,3487,COMPLETE
429,7/27/2013,8466,CLOSED
430,7/27/2013,10779,PENDING_PAYMENT
431,7/27/2013,4676,CLOSED
432,7/27/2013,1197,COMPLETE
433,7/27/2013,792,PROCESSING
434,7/27/2013,11390,PENDING_PAYMENT
435,7/27/2013,5719,CLOSED
436,7/27/2013,7610,PROCESSING
437,7/27/2013,5351,COMPLETE
438,7/27/2013,8256,COMPLETE
439,7/27/2013,9353,COMPLETE
440,7/27/2013,7290,COMPLETE
441,7/27/2013,5239,PENDING_PAYMENT
442,7/27/2013,8098,COMPLETE
443,7/27/2013,8499,CLOSED
444,7/27/2013,10004,COMPLETE
445,7/27/2013,3859,PENDING
446,7/27/2013,7620,PENDING_PAYMENT
447,7/27/2013,8737,CLOSED
448,7/27/2013,7167,COMPLETE
449,7/27/2013,409,CLOSED
450,7/27/2013,5085,ON_HOLD
451,7/27/2013,10104,PENDING
452,7/27/2013,5128,COMPLETE
453,7/27/2013,381,SUSPECTED_FRAUD
454,7/27/2013,5933,PENDING_PAYMENT
455,7/27/2013,6575,PENDING
456,7/27/2013,11295,CLOSED
457,7/27/2013,4036,PENDING_PAYMENT
458,7/27/2013,5358,COMPLETE
459,7/27/2013,3687,COMPLETE
460,7/27/2013,2521,PENDING_PAYMENT
461,7/27/2013,8398,CLOSED
462,7/27/2013,5454,PROCESSING
463,7/27/2013,8709,COMPLETE
464,7/27/2013,7114,COMPLETE
465,7/27/2013,1255,PENDING_PAYMENT
466,7/27/2013,10943,CLOSED
467,7/27/2013,1719,PENDING_PAYMENT
468,7/27/2013,7305,COMPLETE
469,7/27/2013,1731,PENDING
470,7/27/2013,6410,PENDING_PAYMENT
471,7/27/2013,10861,PENDING
472,7/27/2013,8969,CLOSED
473,7/27/2013,5359,COMPLETE
474,7/27/2013,8349,PENDING_PAYMENT
475,7/27/2013,4567,CLOSED
476,7/27/2013,6020,PENDING_PAYMENT
477,7/27/2013,8511,ON_HOLD
478,7/27/2013,7657,COMPLETE
479,7/27/2013,11138,COMPLETE
480,7/27/2013,2902,PROCESSING
481,7/27/2013,10633,PROCESSING
482,7/27/2013,9156,ON_HOLD
483,7/27/2013,12341,PROCESSING
484,7/27/2013,2409,PENDING_PAYMENT
485,7/27/2013,3976,PENDING_PAYMENT
486,7/27/2013,1865,PROCESSING
487,7/27/2013,5698,PROCESSING
488,7/27/2013,10143,PENDING_PAYMENT
489,7/27/2013,2030,PENDING_PAYMENT
490,7/27/2013,9709,COMPLETE
491,7/27/2013,3945,ON_HOLD
492,7/27/2013,2499,PENDING_PAYMENT
493,7/27/2013,1180,COMPLETE
494,7/27/2013,8121,PENDING_PAYMENT
495,7/27/2013,7242,COMPLETE
496,7/27/2013,615,COMPLETE
497,7/27/2013,846,COMPLETE
498,7/27/2013,6828,PENDING_PAYMENT
499,7/27/2013,8920,COMPLETE
500,7/27/2013,2129,CLOSED
501,7/27/2013,1987,CLOSED
502,7/27/2013,7196,COMPLETE
503,7/27/2013,6377,PENDING_PAYMENT
504,7/27/2013,6288,COMPLETE
505,7/27/2013,11952,PROCESSING
506,7/27/2013,3509,PENDING
507,7/27/2013,4730,PENDING_PAYMENT
508,7/27/2013,6970,COMPLETE
509,7/27/2013,10739,COMPLETE
510,7/28/2013,7533,PENDING_PAYMENT
511,7/28/2013,486,PROCESSING
512,7/28/2013,12000,COMPLETE
513,7/28/2013,10479,COMPLETE
514,7/28/2013,10962,PENDING_PAYMENT
515,7/28/2013,5921,PENDING_PAYMENT
516,7/28/2013,9204,COMPLETE
517,7/28/2013,1578,PROCESSING
518,7/28/2013,5257,COMPLETE
519,7/28/2013,4780,COMPLETE
520,7/28/2013,8074,COMPLETE
521,7/28/2013,6497,COMPLETE
522,7/28/2013,12300,COMPLETE
523,7/28/2013,4477,COMPLETE
524,7/28/2013,7622,COMPLETE
525,7/28/2013,10830,PENDING
526,7/28/2013,7259,COMPLETE
527,7/28/2013,5426,CANCELED
528,7/28/2013,6147,PROCESSING
529,7/28/2013,844,ON_HOLD
530,7/28/2013,6224,PROCESSING
531,7/28/2013,1950,PENDING_PAYMENT
532,7/28/2013,6498,PENDING
533,7/28/2013,6770,COMPLETE
534,7/28/2013,6896,COMPLETE
535,7/28/2013,66,COMPLETE
536,7/28/2013,9981,ON_HOLD
537,7/28/2013,10437,COMPLETE
538,7/28/2013,4871,PROCESSING
539,7/28/2013,7673,PENDING_PAYMENT
540,7/28/2013,121,COMPLETE
541,7/28/2013,4985,COMPLETE
542,7/28/2013,597,CLOSED
543,7/28/2013,7351,PENDING
544,7/28/2013,281,PENDING_PAYMENT
545,7/28/2013,11642,COMPLETE
546,7/28/2013,7604,PROCESSING
547,7/28/2013,7220,COMPLETE
548,7/28/2013,6889,SUSPECTED_FRAUD
549,7/28/2013,3834,PENDING
550,7/28/2013,9666,PENDING_PAYMENT
551,7/28/2013,2867,COMPLETE
552,7/28/2013,1445,CANCELED
553,7/28/2013,7307,COMPLETE
554,7/28/2013,10980,PROCESSING
555,7/28/2013,976,PENDING_PAYMENT
556,7/28/2013,7838,COMPLETE
557,7/28/2013,4855,COMPLETE
558,7/28/2013,4562,COMPLETE
559,7/28/2013,1944,ON_HOLD
560,7/28/2013,744,ON_HOLD
561,7/28/2013,6059,PENDING
562,7/28/2013,5017,PENDING
563,7/28/2013,3514,CLOSED
564,7/28/2013,2216,CANCELED
565,7/28/2013,3850,PENDING_PAYMENT
566,7/28/2013,6335,CLOSED
567,7/28/2013,9527,CLOSED
568,7/28/2013,11790,PENDING
569,7/28/2013,8532,CLOSED
570,7/28/2013,4622,PENDING
571,7/28/2013,5006,PENDING
572,7/28/2013,6691,PENDING
573,7/28/2013,5964,COMPLETE
574,7/28/2013,7145,PROCESSING
575,7/28/2013,2873,PROCESSING
576,7/28/2013,7191,COMPLETE
577,7/28/2013,457,CLOSED
578,7/28/2013,2529,PENDING_PAYMENT
579,7/28/2013,4137,PROCESSING
580,7/28/2013,8677,SUSPECTED_FRAUD
581,7/28/2013,3222,PROCESSING
582,7/28/2013,6220,CLOSED
583,7/28/2013,4695,PENDING
584,7/28/2013,1263,PENDING_PAYMENT
585,7/28/2013,8399,PENDING_PAYMENT
586,7/28/2013,10225,PROCESSING
587,7/28/2013,6008,SUSPECTED_FRAUD
588,7/28/2013,6348,COMPLETE
589,7/28/2013,5609,COMPLETE
590,7/28/2013,132,PROCESSING
591,7/28/2013,6431,COMPLETE
592,7/28/2013,10862,CLOSED
593,7/28/2013,6667,PENDING
594,7/28/2013,1946,PENDING_PAYMENT
595,7/28/2013,3531,PAYMENT_REVIEW
596,7/28/2013,8352,PENDING_PAYMENT
597,7/28/2013,11558,PENDING_PAYMENT
598,7/28/2013,11344,PENDING_PAYMENT
599,7/28/2013,8005,COMPLETE
600,7/28/2013,3506,COMPLETE
601,7/28/2013,8977,COMPLETE
602,7/28/2013,6690,COMPLETE
603,7/28/2013,6184,CLOSED
604,7/28/2013,6930,PENDING_PAYMENT
605,7/28/2013,2879,COMPLETE
606,7/28/2013,1157,COMPLETE
607,7/28/2013,6376,CANCELED
608,7/28/2013,10388,COMPLETE
609,7/28/2013,1241,PROCESSING
610,7/28/2013,1866,PENDING_PAYMENT
611,7/28/2013,8422,COMPLETE
612,7/28/2013,11854,PENDING_PAYMENT
613,7/28/2013,460,COMPLETE
614,7/28/2013,5738,CLOSED
615,7/28/2013,2827,COMPLETE
616,7/28/2013,11330,PROCESSING
617,7/28/2013,6154,ON_HOLD
618,7/28/2013,12037,PENDING_PAYMENT
619,7/28/2013,11473,PROCESSING
620,7/28/2013,11346,COMPLETE
621,7/28/2013,7916,COMPLETE
622,7/28/2013,3892,ON_HOLD
623,7/28/2013,3658,PAYMENT_REVIEW
624,7/28/2013,1821,PENDING_PAYMENT
625,7/28/2013,5918,ON_HOLD
626,7/28/2013,9123,CLOSED
627,7/28/2013,7859,PENDING_PAYMENT
628,7/28/2013,9783,PROCESSING
629,7/28/2013,6772,COMPLETE
630,7/28/2013,3449,COMPLETE
631,7/28/2013,9381,PENDING_PAYMENT
632,7/28/2013,529,PENDING
633,7/28/2013,12249,COMPLETE
634,7/28/2013,4588,COMPLETE
635,7/28/2013,1427,PENDING
636,7/28/2013,10371,PENDING_PAYMENT
637,7/28/2013,2259,ON_HOLD
638,7/28/2013,3626,PENDING
639,7/28/2013,1072,COMPLETE
640,7/28/2013,6199,PROCESSING
641,7/28/2013,11558,CLOSED
642,7/28/2013,7499,COMPLETE
643,7/28/2013,64,PENDING_PAYMENT
644,7/28/2013,7295,PENDING_PAYMENT
645,7/28/2013,2238,COMPLETE
646,7/28/2013,911,CLOSED
647,7/28/2013,12319,COMPLETE
648,7/28/2013,4551,PENDING_PAYMENT
649,7/28/2013,7261,CANCELED
650,7/28/2013,4170,PENDING_PAYMENT
651,7/28/2013,9264,CLOSED
652,7/28/2013,8732,PENDING_PAYMENT
653,7/28/2013,10473,PROCESSING
654,7/28/2013,286,COMPLETE
655,7/28/2013,1206,PENDING_PAYMENT
656,7/28/2013,1646,PROCESSING
657,7/28/2013,1393,PENDING_PAYMENT
658,7/28/2013,12386,PENDING
659,7/28/2013,6006,COMPLETE
660,7/28/2013,1932,CLOSED
661,7/28/2013,2991,ON_HOLD
662,7/28/2013,11165,COMPLETE
663,7/28/2013,3531,PAYMENT_REVIEW
664,7/28/2013,4469,COMPLETE
665,7/28/2013,5648,ON_HOLD
666,7/28/2013,993,COMPLETE
667,7/28/2013,4726,CANCELED
668,7/28/2013,8023,PROCESSING
669,7/28/2013,909,PROCESSING
670,7/28/2013,482,PROCESSING
671,7/28/2013,7926,PENDING_PAYMENT
672,7/29/2013,1670,PENDING_PAYMENT
673,7/29/2013,2157,PENDING_PAYMENT
674,7/29/2013,1295,COMPLETE
675,7/29/2013,3414,COMPLETE
676,7/29/2013,5653,PENDING_PAYMENT
677,7/29/2013,5182,PENDING_PAYMENT
678,7/29/2013,9667,PENDING
679,7/29/2013,5535,CLOSED
680,7/29/2013,4599,ON_HOLD
681,7/29/2013,7524,PENDING_PAYMENT
682,7/29/2013,9271,COMPLETE
683,7/29/2013,7183,PENDING_PAYMENT
684,7/29/2013,1546,CLOSED
685,7/29/2013,10745,ON_HOLD
686,7/29/2013,7835,PROCESSING
687,7/29/2013,11639,PENDING_PAYMENT
688,7/29/2013,5097,PENDING_PAYMENT
689,7/29/2013,8272,PENDING
690,7/29/2013,7279,PENDING_PAYMENT
691,7/29/2013,517,PENDING_PAYMENT
692,7/29/2013,442,ON_HOLD
693,7/29/2013,10081,ON_HOLD
694,7/29/2013,5015,PROCESSING
695,7/29/2013,12224,PROCESSING
696,7/29/2013,11166,PENDING_PAYMENT
697,7/29/2013,3126,COMPLETE
698,7/29/2013,5283,COMPLETE
